departure_city,destination_city,country,date_depart,departure_time_difference,departure_status,airline,airline_type,cleaned_airline
Berlin,Bourgas,Bulgaria,2024-06-26,0,On Time,SUNDAIR (SDR),budget,Sundair
Berlin,Thessaloniki,Greece,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Malaga,Spain,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Thessaloniki,Greece,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Basel,Switzerland,2024-06-26,0,Cancelled,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Copenhagen,Denmark,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Venice,Italy,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Paris CDG,France,2024-06-26,0,On Time,Air France (AF),premium,Air France
Berlin,Heraklion,Greece,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Cologne/Bonn,Germany,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Munich,Germany,2024-06-26,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Dusseldorf,Germany,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Paris Orly,France,2024-06-26,0,On Time,Transavia France (TO),budget,Transavia France
Berlin,Frankfurt,Germany,2024-06-26,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,London LCY,United Kingdom,2024-06-26,0,On Time,British Airways (BA),premium,British Airways
Berlin,Brussels,Belgium,2024-06-26,0,On Time,Brussels Airlines (SN),premium,Brussels Airlines
Berlin,Split,Croatia,2024-06-26,20,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Stuttgart,Germany,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Vienna,Austria,2024-06-26,0,On Time,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Geneva,Switzerland,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Edinburgh,United Kingdom,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Madrid,Spain,2024-06-26,0,On Time,IBERIA Express (IBS),budget,Iberia Express
Berlin,Zurich,Switzerland,2024-06-26,10,Delayed,Swiss (LX),premium,Swiss
Berlin,Rhodos,Greece,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Munich,Germany,2024-06-26,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Izmir ADB,Turkey,2024-06-26,0,On Time,Sun Express (XQ),budget,Sun Express
Berlin,London LHR,United Kingdom,2024-06-26,0,Cancelled,British Airways (BA),premium,British Airways
Berlin,Chania,Greece,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Vienna,Austria,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Zurich,Switzerland,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Frankfurt,Germany,2024-06-26,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Antalya,Turkey,2024-06-26,0,On Time,Sun Express (XQ),budget,Sun Express
Berlin,Stuttgart,Germany,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Palma de Mallorca,Spain,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Cologne/Bonn,Germany,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Frankfurt,Germany,2024-06-26,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Milan LIN,Italy,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Vienna,Austria,2024-06-26,0,On Time,Aero Services Executive (W4),premium,Aero Services Executive
Berlin,Dusseldorf,Germany,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Pisa,Italy,2024-06-26,35,Delayed,Ryanair (FR),budget,Ryanair
Berlin,Milan BGY,Italy,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Luxembourg,Luxembourg,2024-06-26,0,On Time,Luxair (LG),premium,Luxair
Berlin,Frankfurt,Germany,2024-06-26,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Helsinki,Finland,2024-06-26,10,Delayed,Finnair (AY),premium,Finnair
Berlin,Saarbrücken,Germany,2024-06-26,0,On Time,Danish Air Transport (DX),premium,Danish Air Transport
Berlin,Munich,Germany,2024-06-26,10,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Dubrovnik,Croatia,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Amsterdam,Netherlands,2024-06-26,0,On Time,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Oslo,Norway,2024-06-26,0,On Time,Norwegian Air Shuttle (DY),budget,Norwegian Air Shuttle
Berlin,Kutaisi,Georgia,2024-06-26,0,On Time,Wizz Air (W6),budget,Wizz Air
Berlin,Nice,France,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Vienna,Austria,2024-06-26,15,Delayed,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Antalya,Turkey,2024-06-26,20,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Berlin,Paris CDG,France,2024-06-26,0,On Time,Air France (AF),premium,Air France
Berlin,Izmir ADB,Turkey,2024-06-26,5,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Zurich,Switzerland,2024-06-26,0,On Time,Swiss (LX),premium,Swiss
Berlin,Zagreb,Croatia,2024-06-26,110,Delayed,Croatia Airlines (OU),premium,Croatia Airlines
Berlin,Doha,Qatar,2024-06-26,0,On Time,Qatar Airways (QR),premium,Qatar Airways
Berlin,Frankfurt,Germany,2024-06-26,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Helsinki,Finland,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Munich,Germany,2024-06-26,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,New York EWR,United States,2024-06-26,0,On Time,United Airlines (UA),premium,United Airlines
Berlin,New York JFK,United States,2024-06-26,0,On Time,Delta Air Lines (DL),premium,Delta Air Lines
Berlin,Gothenburg GOT,Sweden,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Vienna,Austria,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,London LGW,United Kingdom,2024-06-26,0,On Time,easyJet UK (U2),budget,Easyjet Uk
Berlin,London STN,United Kingdom,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Dublin,Ireland,2024-06-26,0,Cancelled,Aer Lingus (EI),premium,Aer Lingus
Berlin,Palma de Mallorca,Spain,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Tel Aviv,Israel,2024-06-26,20,Delayed,Ryanair (FR),budget,Ryanair
Berlin,Reggio Calabria,Italy,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Barcelona,Spain,2024-06-26,0,On Time,Vueling Airlines (VY),budget,Vueling Airlines
Berlin,Amsterdam,Netherlands,2024-06-26,0,On Time,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Frankfurt,Germany,2024-06-26,0,Cancelled,Lufthansa (LH),premium,Lufthansa
Berlin,Istanbul IST,Turkey,2024-06-26,140,Delayed,Turkish Airlines (TK),premium,Turkish Airlines
Berlin,Munich,Germany,2024-06-26,15,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Bolzano,Italy,2024-06-26,53,Delayed,(BQ),budget,Bluebird Airways
Berlin,Zurich,Switzerland,2024-06-26,0,On Time,Swiss (LX),premium,Swiss
Berlin,Tel Aviv,Israel,2024-06-26,15,Delayed,EL AL- Israel Airlines (LY),premium,El Al- Israel Airlines
Berlin,Palma de Mallorca,Spain,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Palermo,Italy,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Rome FCO,Italy,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,London LHR,United Kingdom,2024-06-26,0,On Time,British Airways (BA),premium,British Airways
Berlin,Warsaw,Poland,2024-06-26,40,Delayed,LOT Polish Airlines (LO),premium,Lot Polish Airlines
Berlin,Tenerife,Spain,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,London LTN,United Kingdom,2024-06-26,0,On Time,easyJet UK (U2),budget,Easyjet Uk
Berlin,Antalya,Turkey,2024-06-26,0,On Time,Freebird Airlines (FHY),budget,Freebird Airlines
Berlin,Madrid,Spain,2024-06-26,0,On Time,IBERIA Express (IBS),budget,Iberia Express
Berlin,Athens,Greece,2024-06-26,0,On Time,Aegean Airlines (A3),premium,Aegean Airlines
Berlin,Bologna,Italy,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Palma de Mallorca,Spain,2024-06-26,30,Delayed,Eurowings (EW),budget,Eurowings
Berlin,Nice,France,2024-06-26,10,Delayed,Eurowings (EW),budget,Eurowings
Berlin,Singapore,Singapore,2024-06-26,0,On Time,Scoot (TR),budget,Scoot
Berlin,Lisbon,Portugal,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Vienna,Austria,2024-06-26,0,On Time,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Brussels,Belgium,2024-06-26,10,Delayed,Brussels Airlines (SN),premium,Brussels Airlines
Berlin,London LCY,United Kingdom,2024-06-26,20,Delayed,British Airways (BA),premium,British Airways
Berlin,Frankfurt,Germany,2024-06-26,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Milan BGY,Italy,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Vienna,Austria,2024-06-26,150,Delayed,(BQ),budget,Bluebird Airways
Berlin,Amsterdam,Netherlands,2024-06-26,0,On Time,TUI fly (Netherlands) (OR),budget,Tui Fly
Berlin,Amsterdam,Netherlands,2024-06-26,0,On Time,TUI fly (Belgium) (TB),budget,Tui Fly
Berlin,Palma de Mallorca,Spain,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Paris CDG,France,2024-06-26,0,On Time,Air France (AF),premium,Air France
Berlin,Olbia,Italy,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Amsterdam,Netherlands,2024-06-26,10,Delayed,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Reykjavik,Iceland,2024-06-26,0,On Time,(OG),budget,One-Two-Go Airlines
Berlin,Stockholm ARN,Sweden,2024-06-26,10,Delayed,SAS-Scandinavian Airlines System (SK),premium,Sas-Scandinavian Airlines System
Berlin,Istanbul SAW,Turkey,2024-06-26,0,On Time,(VF),budget,Valujet Airlines
Berlin,Dubrovnik,Croatia,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Bastia,France,2024-06-26,15,Delayed,Eurowings (EW),budget,Eurowings
Berlin,London LHR,United Kingdom,2024-06-26,0,On Time,British Airways (BA),premium,British Airways
Berlin,Beirut,Lebanon,2024-06-26,0,On Time,SUNDAIR (SDR),budget,Sundair
Berlin,Munich,Germany,2024-06-26,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Hurghada,Egypt,2024-06-26,0,On Time,SUNDAIR (SDR),budget,Sundair
Berlin,Podgorica,Montenegro,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Manchester,United Kingdom,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Lisbon,Portugal,2024-06-26,30,Delayed,TAP Air Portugal (TP),premium,Tap Air Portugal
Berlin,Helsinki,Finland,2024-06-26,0,On Time,Finnair (AY),premium,Finnair
Berlin,Stuttgart,Germany,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Istanbul SAW,Turkey,2024-06-26,15,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Berlin,Istanbul IST,Turkey,2024-06-26,0,On Time,Turkish Airlines (TK),premium,Turkish Airlines
Berlin,Rome FCO,Italy,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Antalya,Turkey,2024-06-26,0,On Time,Sun Express (XQ),budget,Sun Express
Berlin,Pula,Croatia,2024-06-26,23,Cancelled,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Frankfurt,Germany,2024-06-26,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Copenhagen,Denmark,2024-06-26,0,On Time,SAS-Scandinavian Airlines System (SK),premium,Sas-Scandinavian Airlines System
Berlin,Munich,Germany,2024-06-26,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Beijing,China,2024-06-26,0,On Time,Hainan Airlines (HU),premium,Hainan Airlines
Berlin,Reykjavik,Iceland,2024-06-26,0,On Time,Icelandair (FI),premium,Icelandair
Berlin,Rome FCO,Italy,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Cologne/Bonn,Germany,2024-06-26,60,Delayed,Eurowings (EW),budget,Eurowings
Berlin,Hurghada,Egypt,2024-06-26,0,On Time,Air Cairo (SM),budget,Air Cairo
Berlin,Corfu,Greece,2024-06-26,28,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Amsterdam,Netherlands,2024-06-26,0,On Time,(TLJ),budget,Jetline International
Berlin,Budapest,Hungary,2024-06-26,80,Delayed,Wizz Air (W6),budget,Wizz Air
Berlin,Copenhagen,Denmark,2024-06-26,30,Delayed,Eurowings (EW),budget,Eurowings
Berlin,Milan LIN,Italy,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Bari,Italy,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Dusseldorf,Germany,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Amsterdam,Netherlands,2024-06-26,0,On Time,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Tbilisi,Georgia,2024-06-26,0,On Time,Georgian Airways (A9),premium,Georgian Airways
Berlin,Tirana,Albania,2024-06-26,20,Delayed,Aero Services Executive (W4),premium,Aero Services Executive
Berlin,Izmir ADB,Turkey,2024-06-26,120,Delayed,Sun Express (XQ),budget,Sun Express
Berlin,Frankfurt,Germany,2024-06-26,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Riga,Latvia,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Zurich,Switzerland,2024-06-26,30,Delayed,Swiss (LX),premium,Swiss
Berlin,Barcelona,Spain,2024-06-26,0,On Time,Vueling Airlines (VY),budget,Vueling Airlines
Berlin,London LHR,United Kingdom,2024-06-26,0,On Time,British Airways (BA),premium,British Airways
Berlin,Vienna,Austria,2024-06-26,0,On Time,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Istanbul IST,Turkey,2024-06-26,17,Delayed,Turkish Airlines (TK),premium,Turkish Airlines
Berlin,Porto,Portugal,2024-06-26,45,Delayed,Eurowings (EW),budget,Eurowings
Berlin,Catania,Italy,2024-06-26,53,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Barcelona,Spain,2024-06-26,35,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Stuttgart,Germany,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Ibiza,Spain,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Paris CDG,France,2024-06-26,80,Delayed,Air France (AF),premium,Air France
Berlin,Tallinn,Estonia,2024-06-26,0,On Time,Air Baltic (BT),premium,Air Baltic
Berlin,Naples,Italy,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Valencia,Spain,2024-06-26,27,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Zurich,Switzerland,2024-06-26,25,Delayed,Swiss (LX),premium,Swiss
Berlin,Cairo,Egypt,2024-06-26,0,On Time,Egypt Air (MS),premium,Egypt Air
Berlin,Tunis,Tunisia,2024-06-26,0,On Time,Nouvelair Tunisie (BJ),budget,Nouvelair Tunisie
Berlin,Munich,Germany,2024-06-26,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Doha,Qatar,2024-06-26,132,Delayed,Qatar Airways (QR),premium,Qatar Airways
Berlin,Vilnius,Lithuania,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,London LCY,United Kingdom,2024-06-26,0,On Time,British Airways (BA),premium,British Airways
Berlin,Alicante,Spain,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Valencia,Spain,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Istanbul SAW,Turkey,2024-06-26,10,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Berlin,Sofia,Bulgaria,2024-06-26,0,On Time,Bulgaria Air (FB),premium,Bulgaria Air
Berlin,Stockholm ARN,Sweden,2024-06-26,35,Delayed,Norwegian Air (D8),budget,Norwegian Air
Berlin,Salzburg,Austria,2024-06-26,45,Delayed,Eurowings (EW),budget,Eurowings
Berlin,London LGW,United Kingdom,2024-06-26,40,Delayed,easyJet UK (U2),budget,Easyjet Uk
Berlin,Frankfurt,Germany,2024-06-26,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,London LCY,United Kingdom,2024-06-26,0,On Time,British Airways (BA),premium,British Airways
Berlin,Dusseldorf,Germany,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Munich,Germany,2024-06-26,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Cologne/Bonn,Germany,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Manchester,United Kingdom,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,London LHR,United Kingdom,2024-06-26,0,On Time,British Airways (BA),premium,British Airways
Berlin,Stuttgart,Germany,2024-06-26,70,Delayed,Eurowings (EW),budget,Eurowings
Berlin,Palma de Mallorca,Spain,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Vienna,Austria,2024-06-26,0,On Time,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Antalya,Turkey,2024-06-26,0,On Time,Sun Express (XQ),budget,Sun Express
Berlin,Amsterdam,Netherlands,2024-06-26,0,On Time,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Lisbon,Portugal,2024-06-26,0,On Time,TAP Air Portugal (TP),premium,Tap Air Portugal
Berlin,Frankfurt,Germany,2024-06-26,15,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Copenhagen,Denmark,2024-06-26,0,On Time,Norwegian Air (D8),budget,Norwegian Air
Berlin,London LGW,United Kingdom,2024-06-26,5,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Rome FCO,Italy,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Munich,Germany,2024-06-26,30,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Dublin,Ireland,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Copenhagen,Denmark,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Zurich,Switzerland,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Paris CDG,France,2024-06-26,32,Delayed,Air France (AF),premium,Air France
Berlin,Helsinki,Finland,2024-06-26,0,On Time,Finnair (AY),premium,Finnair
Berlin,Paris Orly,France,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Vienna,Austria,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Dusseldorf,Germany,2024-06-26,70,Delayed,Eurowings (EW),budget,Eurowings
Berlin,Nice,France,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Palma de Mallorca,Spain,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Skopje,North Macedonia,2024-06-26,0,On Time,Wizz Air (W6),budget,Wizz Air
Berlin,Budapest,Hungary,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Barcelona,Spain,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Vienna,Austria,2024-06-26,25,Delayed,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Cologne/Bonn,Germany,2024-06-26,45,Delayed,Eurowings (EW),budget,Eurowings
Berlin,Zurich,Switzerland,2024-06-26,60,Delayed,Swiss (LX),premium,Swiss
Berlin,Brussels,Belgium,2024-06-26,0,On Time,Brussels Airlines (SN),premium,Brussels Airlines
Berlin,Paris Orly,France,2024-06-26,0,On Time,Transavia France (TO),budget,Transavia France
Berlin,Zurich,Switzerland,2024-06-26,0,Cancelled,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Amsterdam,Netherlands,2024-06-26,30,Delayed,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Munich,Germany,2024-06-26,15,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Antalya,Turkey,2024-06-26,97,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Berlin,Stuttgart,Germany,2024-06-26,30,Delayed,Eurowings (EW),budget,Eurowings
Berlin,London STN,United Kingdom,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Warsaw,Poland,2024-06-26,35,Delayed,LOT Polish Airlines (LO),premium,Lot Polish Airlines
Berlin,Paris CDG,France,2024-06-26,0,On Time,Air France (AF),premium,Air France
Berlin,Istanbul IST,Turkey,2024-06-26,135,Delayed,Turkish Airlines (TK),premium,Turkish Airlines
Berlin,London LHR,United Kingdom,2024-06-26,0,On Time,British Airways (BA),premium,British Airways
Berlin,New York JFK,United States,2024-06-26,0,On Time,(N0),budget,Norse Atlantic Airways
Berlin,Salzburg,Austria,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Amsterdam,Netherlands,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Brussels,Belgium,2024-06-26,0,Cancelled,Ryanair (FR),budget,Ryanair
Berlin,Riga,Latvia,2024-06-26,35,Delayed,Air Baltic (BT),premium,Air Baltic
Berlin,Helsinki,Finland,2024-06-26,0,On Time,Finnair (AY),premium,Finnair
Berlin,Frankfurt,Germany,2024-06-26,79,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Zurich,Switzerland,2024-06-26,0,Cancelled,Swiss (LX),premium,Swiss
Berlin,Vienna,Austria,2024-06-26,0,On Time,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Saarbrücken,Germany,2024-06-26,0,On Time,Danish Air Transport (DX),premium,Danish Air Transport
Berlin,Madrid,Spain,2024-06-26,0,On Time,IBERIA Express (IBS),budget,Iberia Express
Berlin,Tel Aviv,Israel,2024-06-26,190,Delayed,ARKIA Israeli Airlines (IZ),premium,Arkia Israeli Airlines
Berlin,Belgrade,Serbia,2024-06-26,150,Delayed,Air Serbia (JU),premium,Air Serbia
Berlin,Oslo,Norway,2024-06-26,0,On Time,Norwegian Air Shuttle (DY),budget,Norwegian Air Shuttle
Berlin,Stuttgart,Germany,2024-06-26,120,Delayed,Eurowings (EW),budget,Eurowings
Berlin,Amsterdam,Netherlands,2024-06-26,0,On Time,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Zurich,Switzerland,2024-06-26,85,Delayed,Swiss (LX),premium,Swiss
Berlin,Paris CDG,France,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Cologne/Bonn,Germany,2024-06-26,0,Cancelled,Eurowings (EW),budget,Eurowings
Berlin,Dusseldorf,Germany,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Faro,Portugal,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Frankfurt,Germany,2024-06-26,100,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,London LHR,United Kingdom,2024-06-26,0,On Time,British Airways (BA),premium,British Airways
Berlin,Marrakech,Morocco,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Vienna,Austria,2024-06-26,0,Cancelled,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Milan LIN,Italy,2024-06-26,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Luxembourg,Luxembourg,2024-06-26,0,On Time,Luxair (LG),premium,Luxair
Berlin,Copenhagen,Denmark,2024-06-26,0,On Time,SAS-Scandinavian Airlines System (SK),premium,Sas-Scandinavian Airlines System
Berlin,Antalya,Turkey,2024-06-26,0,Cancelled,Sun Express (XQ),budget,Sun Express
Berlin,London STN,United Kingdom,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Birmingham,United Kingdom,2024-06-26,0,On Time,easyJet UK (U2),budget,Easyjet Uk
Berlin,Stockholm ARN,Sweden,2024-06-26,17,Delayed,SAS-Scandinavian Airlines System (SK),premium,Sas-Scandinavian Airlines System
Berlin,Stockholm ARN,Sweden,2024-06-26,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Dublin,Ireland,2024-06-26,0,On Time,Aer Lingus (EI),premium,Aer Lingus
Berlin,Palma de Mallorca,Spain,2024-06-26,0,Cancelled,Ryanair (FR),budget,Ryanair
Berlin,Malta,Malta,2024-06-26,54,Delayed,Air Malta (KM),premium,Air Malta
Berlin,Adana,Turkey,2024-06-26,80,Delayed,Sun Express (XQ),budget,Sun Express
Berlin,Palma de Mallorca,Spain,2024-06-26,0,Cancelled,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Barcelona,Spain,2024-06-26,0,On Time,Vueling Airlines (VY),budget,Vueling Airlines
Berlin,Bucharest,Romania,2024-06-26,0,Cancelled,Ryanair (FR),budget,Ryanair
Berlin,Tel Aviv,Israel,2024-06-26,36,Delayed,EL AL- Israel Airlines (LY),premium,El Al- Israel Airlines
Berlin,Edinburgh,United Kingdom,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Nottingham EMA,United Kingdom,2024-06-26,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Heraklion,Greece,2024-06-27,0,On Time,SUNDAIR (SDR),budget,Sundair
Berlin,Malaga,Spain,2024-06-27,60,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Palma de Mallorca,Spain,2024-06-27,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Heraklion,Greece,2024-06-27,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Rome FCO,Italy,2024-06-27,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Madrid,Spain,2024-06-27,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Amsterdam,Netherlands,2024-06-27,0,On Time,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Thessaloniki,Greece,2024-06-27,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Corfu,Greece,2024-06-27,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Paris CDG,France,2024-06-27,0,Cancelled,Air France (AF),premium,Air France
Berlin,Erbil,Iraq,2024-06-27,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Munich,Germany,2024-06-27,0,Cancelled,Lufthansa (LH),premium,Lufthansa
Berlin,Pristina,Kosovo,2024-06-27,0,Cancelled,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Malaga,Spain,2024-06-27,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Corfu,Greece,2024-06-27,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
